Location,Trait Stack,Input Type,GENCD Planted,Marker Strategy,Traits,Trait Number,Total Embryos,Total Flats,Total Rows,Total Pots,Samples,Hit Pick,Estimated Endpoint Datapoints,Estimated RT Datapoints,Output Type,GENCD Harvested,Handoff Generation,Self,Backcross,Stack,Seg Out,Handoff,Sample Destination,Sample Days After Planting,Transplant Days After Planting,Pot Days After Planting,Pollination Days After Planting,Replant Days After Planting,Traits in Seg,Traits in Stack
Gilroy,PL,embryo,B2,30-60-60,GA21;T25;Purple,3,682,7,5,32,81,60,9843,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,B3,30-60-60,GA21;T25;Purple,3,682,7,5,32,81,60,9843,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,F2,30-60-60,GA21;T25;Purple,3,1731,42,3,16,716,0,0,6444,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,PL,seed,F1,30-60-60,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,B1,30-60-60,GA21;T25;Purple,3,384,7,3,22,87,30,5061,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,B2,30-60-60,GA21;T25;Purple,3,682,11,5,32,162,60,10086,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,B3,30-60-60,GA21;T25;Purple,3,682,11,5,32,162,60,10086,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,F2,30-60-60,GA21;T25;Purple,3,1731,97,3,16,1695,0,0,15255,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,PL,seed,NS,45-90,GA21;T25;Purple,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,F1,45-90,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,B1,45-90,GA21;T25;Purple,3,535,6,4,27,63,45,7389,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,B2,45-90,GA21;T25;Purple,3,973,9,7,42,118,90,14754,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,F2,45-90,GA21;T25;Purple,3,1731,42,3,16,716,0,0,6444,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,PL,seed,F1,45-90,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,B1,45-90,GA21;T25;Purple,3,535,9,4,27,125,45,7575,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,B2,45-90,GA21;T25;Purple,3,973,16,7,42,235,90,15105,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,F2,45-90,GA21;T25;Purple,3,1731,97,3,16,1695,0,0,15255,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,PL,seed,NS,48-48,GA21;T25;Purple,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,F1,48-48,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,B1,48-48,GA21;T25;Purple,3,323,4,3,20,36,24,3948,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,B2,48-48,GA21;T25;Purple,3,564,6,4,28,66,48,7878,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,F2,48-48,GA21;T25;Purple,3,1731,42,3,16,716,0,0,6444,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,PL,seed,F1,48-48,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,B1,48-48,GA21;T25;Purple,3,323,6,3,20,72,24,4056,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,B2,48-48,GA21;T25;Purple,3,564,10,4,28,132,48,8076,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,F2,48-48,GA21;T25;Purple,3,1731,97,3,16,1695,0,0,15255,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,PL,seed,NS,90-90,GA21;T25;Purple,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,F1,90-90,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,F2,90-90,GA21;T25;Purple,3,1731,32,3,16,716,0,0,6444,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,PL,embryo,B1,90-90,GA21;T25;Purple,3,973,7,7,42,118,90,14754,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,B2,90-90,GA21;T25;Purple,3,973,7,7,42,118,90,14754,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,F1,90-90,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,F2,90-90,GA21;T25;Purple,3,1731,97,3,16,1695,0,0,15255,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,PL,seed,B1,90-90,GA21;T25;Purple,3,973,16,7,42,235,90,15105,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,B2,90-90,GA21;T25;Purple,3,973,16,7,42,235,90,15105,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,NS,90-90-90,GA21;T25;Purple,3,18,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,F1,90-90-90,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,F2,90-90-90,GA21;T25;Purple,3,1731,42,3,16,716,0,0,6444,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,PL,embryo,B1,90-90-90,GA21;T25;Purple,3,973,9,7,42,118,90,14754,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,B2,90-90-90,GA21;T25;Purple,3,973,9,7,42,118,90,14754,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,embryo,B3,90-90-90,GA21;T25;Purple,3,973,9,7,42,118,90,14754,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,F1,90-90-90,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,F2,90-90-90,GA21;T25;Purple,3,1731,97,3,16,1695,0,0,15255,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,PL,seed,B1,90-90-90,GA21;T25;Purple,3,973,16,7,42,235,90,15105,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,B2,90-90-90,GA21;T25;Purple,3,973,16,7,42,235,90,15105,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,PL,seed,B3,90-90-90,GA21;T25;Purple,3,973,16,7,42,235,90,15105,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,NS,24-48-48,3272;Bt11;GA21,3,18,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,F1,24-48-48,3272;Bt11;GA21,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B1,24-48-48,3272;Bt11;GA21,3,323,4,3,20,36,24,3948,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B2,24-48-48,3272;Bt11;GA21,3,564,6,4,28,66,48,7878,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B3,24-48-48,3272;Bt11;GA21,3,564,6,4,28,66,48,7878,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,F2,24-48-48,3272;Bt11;GA21,3,1734,42,3,16,717,0,0,6453,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,TG,seed,F1,24-48-48,3272;Bt11;GA21,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B1,24-48-48,3272;Bt11;GA21,3,323,6,3,20,72,24,4056,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B2,24-48-48,3272;Bt11;GA21,3,564,10,4,28,132,48,8076,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B3,24-48-48,3272;Bt11;GA21,3,564,10,4,28,132,48,8076,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,F2,24-48-48,3272;Bt11;GA21,3,1734,54,3,16,929,0,0,8361,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,TG,seed,NS,30-60-30,3272;Bt11;GA21,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,F1,30-60-30,3272;Bt11;GA21,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B1,30-60-30,3272;Bt11;GA21,3,384,5,3,22,44,30,4932,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B2,30-60-30,3272;Bt11;GA21,3,682,7,5,32,81,60,9843,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B3,30-60-30,3272;Bt11;GA21,3,384,5,3,22,44,30,4932,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,F2,30-60-30,3272;Bt11;GA21,3,1734,42,3,16,717,0,0,6453,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,TG,seed,F1,30-60-30,3272;Bt11;GA21,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B1,30-60-30,3272;Bt11;GA21,3,384,7,3,22,87,30,5061,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B2,30-60-30,3272;Bt11;GA21,3,682,11,5,32,162,60,10086,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B3,30-60-30,3272;Bt11;GA21,3,384,7,3,22,87,30,5061,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,F2,30-60-30,3272;Bt11;GA21,3,1734,54,3,16,929,0,0,8361,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,TG,seed,NS,30-60-60,3272;Bt11;GA21,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,F1,30-60-60,3272;Bt11;GA21,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B1,30-60-60,3272;Bt11;GA21,3,384,5,3,22,44,30,4932,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B2,30-60-60,3272;Bt11;GA21,3,682,7,5,32,81,60,9843,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B3,30-60-60,3272;Bt11;GA21,3,682,7,5,32,81,60,9843,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,F2,30-60-60,3272;Bt11;GA21,3,1734,42,3,16,717,0,0,6453,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,TG,seed,F1,30-60-60,3272;Bt11;GA21,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B1,30-60-60,3272;Bt11;GA21,3,384,7,3,22,87,30,5061,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B2,30-60-60,3272;Bt11;GA21,3,682,11,5,32,162,60,10086,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B3,30-60-60,3272;Bt11;GA21,3,682,11,5,32,162,60,10086,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,F2,30-60-60,3272;Bt11;GA21,3,1734,54,3,16,929,0,0,8361,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,TG,seed,NS,45-90,3272;Bt11;GA21,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,F1,45-90,3272;Bt11;GA21,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B1,45-90,3272;Bt11;GA21,3,535,6,4,27,63,45,7389,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B2,45-90,3272;Bt11;GA21,3,973,9,7,42,118,90,14754,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,F2,45-90,3272;Bt11;GA21,3,1734,42,3,16,717,0,0,6453,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,TG,seed,F1,45-90,3272;Bt11;GA21,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B1,45-90,3272;Bt11;GA21,3,535,9,4,27,125,45,7575,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B2,45-90,3272;Bt11;GA21,3,973,16,7,42,235,90,15105,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,F2,45-90,3272;Bt11;GA21,3,1734,54,3,16,929,0,0,8361,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,TG,seed,NS,48-48,3272;Bt11;GA21,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,F1,48-48,3272;Bt11;GA21,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B1,48-48,3272;Bt11;GA21,3,323,4,3,20,36,24,3948,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B2,48-48,3272;Bt11;GA21,3,564,6,4,28,66,48,7878,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,F2,48-48,3272;Bt11;GA21,3,1734,42,3,16,717,0,0,6453,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,TG,seed,F1,48-48,3272;Bt11;GA21,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B1,48-48,3272;Bt11;GA21,3,323,6,3,20,72,24,4056,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B2,48-48,3272;Bt11;GA21,3,564,10,4,28,132,48,8076,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,F2,48-48,3272;Bt11;GA21,3,1734,54,3,16,929,0,0,8361,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,TG,seed,NS,90-90,3272;Bt11;GA21,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,F1,90-90,3272;Bt11;GA21,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,F2,90-90,3272;Bt11;GA21,3,1734,32,3,16,717,0,0,6453,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,TG,embryo,B1,90-90,3272;Bt11;GA21,3,973,7,7,42,118,90,14754,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B2,90-90,3272;Bt11;GA21,3,973,7,7,42,118,90,14754,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,F1,90-90,3272;Bt11;GA21,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,F2,90-90,3272;Bt11;GA21,3,1734,54,3,16,929,0,0,8361,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,TG,seed,B1,90-90,3272;Bt11;GA21,3,973,16,7,42,235,90,15105,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B2,90-90,3272;Bt11;GA21,3,973,16,7,42,235,90,15105,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,NS,90-90-90,3272;Bt11;GA21,3,18,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,F1,90-90-90,3272;Bt11;GA21,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,F2,90-90-90,3272;Bt11;GA21,3,1734,42,3,16,717,0,0,6453,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,TG,embryo,B1,90-90-90,3272;Bt11;GA21,3,973,9,7,42,118,90,14754,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B2,90-90-90,3272;Bt11;GA21,3,973,9,7,42,118,90,14754,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,embryo,B3,90-90-90,3272;Bt11;GA21,3,973,9,7,42,118,90,14754,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,F1,90-90-90,3272;Bt11;GA21,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,F2,90-90-90,3272;Bt11;GA21,3,1734,54,3,16,929,0,0,8361,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,TG,seed,B1,90-90-90,3272;Bt11;GA21,3,973,16,7,42,235,90,15105,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B2,90-90-90,3272;Bt11;GA21,3,973,16,7,42,235,90,15105,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,TG,seed,B3,90-90-90,3272;Bt11;GA21,3,973,16,7,42,235,90,15105,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,WE,seed,NS,24-48-48,5307;MIR604;TC1507,3,18,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,WE,embryo,F1,24-48-48,5307;MIR604;TC1507,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,WE,embryo,B1,24-48-48,5307;MIR604;TC1507,3,323,8,3,20,108,24,4164,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,WE,embryo,B2,24-48-48,5307;MIR604;TC1507,3,564,13,4,28,198,48,8274,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,WE,embryo,B3,24-48-48,5307;MIR604;TC1507,3,564,13,4,28,198,48,8274,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,WE,embryo,F2,24-48-48,5307;MIR604;TC1507,3,1734,73,5,26,1274,0,0,11466,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Gilroy,WE,seed,F1,24-48-48,5307;MIR604;TC1507,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,WE,seed,B1,24-48-48,5307;MIR604;TC1507,3,323,10,3,20,144,24,4272,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,WE,seed,B2,24-48-48,5307;MIR604;TC1507,3,564,17,4,28,264,48,8472,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Gilroy,WE,seed,B3,24-48-48,5307;MIR604;TC1507,3,564,17,4,28,264,48,8472,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
